g,a,B4,B6,eps,gamma,gamma_mean,gamma_std
2.0275552059272903,7.3515222790793695,0.0028665728227067516,-1.6765736629476623e-07,13.83663101112945,"[0.03913106758421143, 0.17221263589632055, 0.009981288110435037, 0.16452084367731004, 0.15775466147341521, 0.14759323055103818, 0.09224104964104939]",0.07658247149291536,0.7567272943564053
