g,a,B4,B6,eps,gamma,gamma_mean,gamma_std
1.909821239557898,8.69093995672903,0.008938235554014807,-2.4463037241350587e-06,13.801698564266827,"[0.023016924133672116, 0.14665099081241215, 0.14425877390727027, 0.14408249147512, 0.010779293143885961, 0.009063880333413378, 0.011056231239995423]",0.054049644709700397,0.8985654504630499
