g,a,B4,B6,eps,gamma,gamma_mean,gamma_std
2.027552011671616,7.352313795602908,0.0028931495001568676,2.0301717892614762e-06,13.836456954922218,"[0.039093288979884615, 0.1721155982622192, 0.010085262083646074, 0.16414691080775462, 0.1575314321113745, 0.1473147682407388, 0.09563383775646656]",0.07830000202134259,0.7510168310074757
