g,a,B4,B6,eps,gamma,gamma_mean,gamma_std
1.909573448818047,8.694487135627966,0.008959738920028939,-2.265758441592666e-06,13.80157382719556,"[0.023003328629499987, 0.1466325064408743, 0.14387184792242727, 0.1436475476630613, 0.010951367484705227, 0.009018914948299128, 0.009018271491125433]",0.04708501247063981,1.0378438198984699
